"Rec No"	"Log:Obj Id"	"Log:Set No"	"Log:Condition"	"Log:Retval"	"Log:Unconditional"	"Log:Action"	"Log:Source"	"Log:Csource"	"Log:Flag1"	"Log:Flag2"	"Log:Flag3"	"Log:Filler"	"Log:Exlong"	"Log:User"	"Log:Date"
        2788	"A5180"	      3		""1 3 4 10 11""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2789	"A5182"	      3		""3""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2790	"A5183"	      1	"~A5182V !INC 3"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2791	"A5184"	      3		""8""	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2792	"A5170"	      2	"~A5070V != """	"~A5070V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2793	"A5170"	      1	"ASM("QOC0482")"	"~A5070V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2794	"A0283"	      1	"~A0282V = 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2795	"A0283"	      4		1	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2796	"A0284"	      1	"~A0282V = 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2797	"A0284"	      4		1	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2798	"A5172"	      1	"ASM("QOC0482")"	"~A5072V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2799	"A5172"	      2	"~A5072V != """	"~A5072V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2800	"A5174"	      1	"ASM("QOC0482")"	"~A5074V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2801	"A5174"	      2	"~A5074V != """	"~A5074V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2802	"A5176"	      1	"ASM("QOC0482")"	"~A5076V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2803	"A5176"	      2	"~A5076V != """	"~A5076V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2804	"A5178"	      1	"ASM("QOC0482")"	"~A5078V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2805	"A5178"	      2	"~A5078V != """	"~A5078V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2806	"A5180"	      1	"ASM("QOC0482")"	"~A5080V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2807	"A5180"	      2	"~A5080V != """	"~A5080V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2808	"A0282"	      1	"ASM("QOC0464") AND ~A0082V != """	"~A0082V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2809	"A0283"	      3	"~A0083V != """	"~A0083V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2810	"A0284"	      3	"~A0084V != """	"~A0084V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2811	"A5182"	      1	"ASM("QOC0482")"	"~A5082V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2812	"A5182"	      2	"~A5082V != """	"~A5082V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2813	"A0382"	      1	"ASM("QOC0311") AND ~A0282V != """	"~A0282V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2814	"A5183"	      2	"ASM("QOC0482")"	"~A5083V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2815	"A5183"	      3	"~A5083V != """	"~A5083V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2816	"A5184"	      1	"ASM("QOC0482")"	"~A5084V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"JW"	"        72,904"
        2817	"A5184"	      2	"~A5084V != """	"~A5084V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2818	"A0383"	      1	"~A0382V = 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2819	"A0383"	      2	"ASM("QOC0311") AND ~A0283V != """	"~A0283V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2820	"A0383"	      6		1	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2821	"A0384"	      1	"~A0382V = 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2822	"A0384"	      2	"ASM("QOC0311") AND ~A0284V != """	"~A0284V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2823	"A0384"	      6		1	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2824	"CRPT2"	      1	"(~A5183V INC LOOP()) AND (LOOP() = 1)"	""weapons""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2825	"CRPT2"	      2	"(~A5183V INC LOOP()) AND (LOOP() = 2)"	""bullets""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2826	"CRPT2"	      3	"(~A5183V INC LOOP()) AND (LOOP() = 3)"	""shots""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2827	"CRPT2"	      4	"(~A5183V INC LOOP()) AND (LOOP() = 4)"	""waddings""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2828	"CRPT2"	      5	"(~A5183V INC LOOP()) AND (LOOP() = 5)"	""cartridge cases""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2829	"CRPT2"	      6	"(~A5183V INC LOOP()) AND (LOOP() = 6)"	""tool marks""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2830	"CRPT2"	      7	"(~A5183V INC LOOP()) AND (LOOP() = 7)"	""blood""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2831	"CRPT2"	      8	"(~A5183V INC LOOP()) AND (LOOP() = 8)"	""DNA""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2832	"CRPT2"	      9	"(~A5183V INC LOOP()) AND (LOOP() = 9)"	""bodily fluids""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2833	"CRPT2"	     10	"(~A5183V INC LOOP()) AND (LOOP() = 10)"	""breath""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2834	"CRPT2"	     11	"(~A5183V INC LOOP()) AND (LOOP() = 11)"	""hair""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2835	"CRPT2"	     12	"(~A5183V INC LOOP()) AND (LOOP() = 12)"	""threads""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2836	"CRPT2"	     13	"(~A5183V INC LOOP()) AND (LOOP() = 13)"	""drugs and controlled substances""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2837	"CRPT2"	     14	"(~A5183V INC LOOP()) AND (LOOP() = 14)"	""fingerprints""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2838	"CRPT2"	     15	"(~A5183V INC LOOP()) AND (LOOP() = 15)"	""medical or psychological examinations""	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2839	"CRPT2"	     16	"(~A5183V INC LOOP()) AND (LOOP() = 16)"	"~P8122V"	  0	"EVALUATE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2840	"D8050"	      1	"~A9925V != 1 OR (~A9925V = 1 AND ~A9106V = 2)"	"E8050V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,896"
        2841	"P8122"	      1	"~A5183V !INC 16"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2842	"P4756"	      1	"~A3100V = 1"	""for any term not to exceed one year""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2843	"P4756"	      2	"~A3100V = 2"	""for any term not to exceed 180 days""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2844	"P8122"	      2	"ASM("QOC0482V") AND ~P8112V != """	"~P8112V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2845	"P8122"	      3	"~P8112V != """	"~P8112V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2846	"P4756"	      3	"~A3100V = 4"	""for any term of not more than 10 years or less than 2 years""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2847	"A0382"	      2	"ASM("QOC0464") AND ~A0082V != """	"~A0082V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2848	"A0383"	      3	"ASM("QOC0464") AND ~A0083V != """	"~A0083V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2849	"A0384"	      3	"ASM("QOC0464") AND ~A0084V != """	"~A0084V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,896"
        2850	"I5183"	      1	"NUMBEROF(~A5183V) > 0"	"", including, but not limited to, " & LISTDIM("and", ~CRPT2V, 1, 16)"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2851	"P4756"	      4	"~A3100V = 5"	""for any term of not more than 20 years or less than 2 years""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2852	"P4756"	      5	"~A3100V = 6"	""for life or for any term of not more than 99 years or less than 5 years""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2853	"D7000"	      1	"~A5170V = """	"E7000V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2854	"D7002"	      1	"~A5172V = """	"E7002V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2855	"D7004"	      1	"~A5174V = """	"E7004V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2856	"D7006"	      1	"~A5176V = """	"E7006V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2857	"D7008"	      1	"~A5178V = """	"E7008V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2858	"D7010"	      1	"~A5180V = """	"E7010V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2859	"D7012"	      1	"~A5182V = """	"E7012V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2860	"D7014"	      1	"~A5184V = """	"E7014V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2861	"D7020"	      1	"~A5170V !INC 1"	"E7020V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2862	"D7022"	      1	"~A5170V !INC 2"	"E7022V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2863	"D7024"	      1	"~A5170V !INC 3"	"E7024V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2864	"D7026"	      1	"~A5170V !INC 4"	"E7026V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2865	"D7028"	      1	"~A5170V !INC 5"	"E7028V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2866	"D7030"	      1	"~A5170V !INC 6"	"E7030V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2867	"P4758"	      1	"~A3100V = 1"	""4,000""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2868	"D7032"	      1	"~A5170V !INC 7"	"E7032V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2869	"P4758"	      2	"~A3100V = 2"	""2,000""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2870	"D7034"	      1	"~A5170V !INC 8"	"E7034V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2871	"D7035"	      1	"~A5170V !INC 9"	"E7035V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2872	"D7040"	      1	"~A5172V !INC 1"	"E7040V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2873	"D7042"	      1	"~A5172V !INC 2"	"E7042V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2874	"D7044"	      1	"~A5172V !INC 3"	"E7044V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2875	"D7046"	      1	"~A5172V !INC 4"	"E7046V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2876	"D7048"	      1	"~A5172V !INC 5"	"E7048V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2877	"D7050"	      1	"~A5172V !INC 6"	"E7050V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2878	"D7052"	      1	"~A5172V !INC 7"	"E7052V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2879	"D7054"	      1	"~A5172V !INC 8"	"E7054V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2880	"D7056"	      1	"~A5172V !INC 9"	"E7056V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2881	"P4758"	      3	"~A3100V = 3"	""500""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2882	"D7058"	      1	"~A5172V !INC 10"	"E7058V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2883	"D7062"	      1	"~A5172V !INC 11"	"E7062V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2884	"D7064"	      1	"~A5172V !INC 12"	"E7064V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2885	"D7066"	      1	"~A5172V !INC 13"	"E7066V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2886	"D7068"	      1	"~A5172V !INC 14"	"E7068V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2887	"D7070"	      1	"~A5172V !INC 15"	"E7070V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2888	"D7082"	      1	"~A5174V !INC 1"	"E7082V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2889	"D7084"	      1	"~A5174V !INC 2"	"E7084V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2890	"D7086"	      1	"~A5174V !INC 3"	"E7086V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2891	"P4758"	      4	"~A3100V = 4"	""10,000""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2892	"D7088"	      1	"~A5174V !INC 4"	"E7088V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2893	"D7089"	      1	"~A5174V !INC 5"	"E7089V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2894	"D7090"	      1	"~A5174V !INC 6"	"E7090V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2895	"D7100"	      1	"~A5176V !INC 1"	"E7100V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2896	"D7102"	      1	"~A5176V !INC 2"	"E7102V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2897	"D7104"	      1	"~A5176V !INC 3"	"E7104V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2898	"D7106"	      1	"~A5176V !INC 4"	"E7106V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2899	"D7108"	      1	"~A5176V !INC 5"	"E7108V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2900	"D7110"	      1	"~A5176V !INC 6"	"E7110V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2901	"D7112"	      1	"~A5176V !INC 7"	"E7112V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2902	"D7114"	      1	"~A5176V !INC 8"	"E7114V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2903	"D7116"	      1	"~A5176V !INC 9"	"E7116V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2904	"D7120"	      1	"~A5178V !INC 1"	"E7120V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2905	"D7122"	      1	"~A5178V !INC 2"	"E7122V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2906	"D7124"	      1	"~A5178V !INC 3"	"E7124V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2907	"D7126"	      1	"~A5178V !INC 4"	"E7126V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2908	"D7128"	      1	"~A5178V !INC 5"	"E7128V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2909	"D7130"	      1	"~A5178V !INC 6"	"E7130V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2910	"D7132"	      1	"~A5178V !INC 7"	"E7132V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2911	"D7134"	      1	"~A5178V !INC 8"	"E7134V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2912	"D7136"	      1	"~A5178V !INC 9"	"E7136V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2913	"D7150"	      1	"~A5180V !INC 1"	"E7150V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2914	"D7152"	      1	"~A5180V !INC 2"	"E7152V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2915	"D7154"	      1	"~A5180V !INC 3"	"E7154V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2916	"D7156"	      1	"~A5180V !INC 4"	"E7156V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2917	"D7158"	      1	"~A5180V !INC 5"	"E7158V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2918	"D7160"	      1	"~A5180V !INC 6"	"E7160V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2919	"D7162"	      1	"~A5180V !INC 7"	"E7162V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2920	"D7164"	      1	"~A5180V !INC 8"	"E7164V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2921	"D7166"	      1	"~A5180V !INC 9"	"E7166V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2922	"D7168"	      1	"~A5180V !INC 10"	"E7168V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2923	"D7170"	      1	"~A5180V !INC 11"	"E7170V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2924	"D7180"	      1	"~A5182V !INC 1"	"E7180V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2925	"D7182"	      1	"~A5182V !INC 2"	"E7182V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2926	"D7184"	      1	"~A5182V !INC 3"	"E7184V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2927	"D7186"	      1	"~A5182V !INC 4"	"E7186V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2928	"D7188"	      1	"~A5182V !INC 5"	"E7188V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2929	"D7190"	      1	"~A5182V !INC 6"	"E7190V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2930	"D7192"	      1	"~A5182V !INC 7"	"E7192V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2931	"D7194"	      1	"~A5182V !INC 8"	"E7194V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2932	"D7196"	      1	"~A5182V !INC 9"	"E7196V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2933	"D7200"	      1	"~A5184V !INC 1"	"E7200V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2934	"D7202"	      1	"~A5184V !INC 2"	"E7202V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2935	"D7204"	      1	"~A5184V !INC 3"	"E7204V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2936	"D7206"	      1	"~A5184V !INC 4"	"E7206V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2937	"D7208"	      1	"~A5184V !INC 5"	"E7208V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2938	"D7210"	      1	"~A5184V !INC 6"	"E7210V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2939	"D7212"	      1	"~A5184V !INC 7"	"E7212V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2940	"D7214"	      1	"~A5184V !INC 8"	"E7214V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,896"
        2941	"P4758"	      5	"~A3100V = 5"	""10,000""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2942	"P4758"	      6	"~A3100V = 6"	""10,000""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2943	"P4758"	      7	"~A3100V = 9"	""10,000""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
        2944	"P4756"	      6	"~A3100V = 9"	""for any term of not more than two years or less than 180 days""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JW"	"        72,896"
